,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
150407,215477,\N,\N,Withheld for privacy,1,6,nl,76006714,\N,2016,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 02:40,2,18/05/2019 02:40,0.08271339999999999,4.3.1,en,\N,\N,\N,\N,BR,-300,17/05/2019 21:40,21,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
150430,215501,\N,\N,Withheld for privacy,14,93,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 04:03,4,18/05/2019 04:03,9.82286,4.3.1,en,\N,\N,\N,\N,CA,-400,17/05/2019 22:03,22,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
150560,215634,\N,\N,Withheld for privacy,21,142,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 12:17,12,18/05/2019 12:17,18.254,4.3.1,en,\N,\N,\N,\N,TR,300,18/05/2019 13:17,13,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
150587,215662,\N,\N,Withheld for privacy,9,49,en,33125099,\N,\N,1,\N,\N,\N,1719284,90,1,digital_library,academic_publication,18/05/2019 12:56,12,18/05/2019 12:56,10.2598,4.3.1,en,\N,\N,\N,\N,DE,200,18/05/2019 12:56,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
150698,215774,\N,\N,Withheld for privacy,6,54,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 15:33,15,18/05/2019 15:33,0.284197,4.3.1,en,\N,\N,\N,\N,DE,200,18/05/2019 15:33,15,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,3,0.4286,1
150701,215777,\N,\N,Withheld for privacy,18,141,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 15:39,15,18/05/2019 15:40,13.341,4.3.1,en,\N,\N,\N,\N,NO,200,18/05/2019 15:39,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
150704,215780,\N,\N,Withheld for privacy,13,90,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 15:41,15,18/05/2019 15:42,14.6133,4.3.1,en,\N,\N,\N,\N,NO,200,18/05/2019 15:41,15,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
150705,215781,\N,\N,Withheld for privacy,6,54,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 15:42,15,18/05/2019 15:42,0.21471700000000002,4.3.1,en,\N,\N,\N,\N,DE,200,18/05/2019 15:42,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
150719,215796,\N,\N,Withheld for privacy,6,42,pt,10132348,\N,2010,1,\N,\N,\N,5235354,65,1,digital_library,academic_publication,18/05/2019 16:06,16,18/05/2019 16:06,5.74916,4.3.1,en,\N,\N,\N,\N,BR,-300,18/05/2019 11:06,11,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
150726,215803,\N,\N,Withheld for privacy,6,35,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:18,16,18/05/2019 16:18,0.549261,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
150732,215810,\N,\N,Withheld for privacy,7,41,no,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:28,16,18/05/2019 16:28,9.47081,4.3.1,en,\N,\N,\N,\N,CZ,200,18/05/2019 16:28,16,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,7,1.0,1
150735,215813,\N,\N,Withheld for privacy,4,36,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:30,16,18/05/2019 16:30,0.264362,4.3.1,en,\N,\N,\N,\N,AT,200,18/05/2019 16:30,16,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
150746,215826,\N,\N,Withheld for privacy,5,44,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:46,16,18/05/2019 16:46,6.04355,4.3.1,en,\N,\N,\N,\N,CZ,200,18/05/2019 16:46,16,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,7,1.0,1
150747,215827,\N,\N,Withheld for privacy,2,12,sk,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:47,16,18/05/2019 16:47,0.125974,4.3.1,en,\N,\N,\N,\N,CZ,200,18/05/2019 16:47,16,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,6,0.8571,1
150751,215831,\N,\N,Withheld for privacy,4,19,es,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:50,16,18/05/2019 16:50,0.696488,4.3.1,en,\N,\N,\N,\N,CZ,200,18/05/2019 16:50,16,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
150754,215834,\N,\N,Withheld for privacy,6,57,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,18/05/2019 16:50,16,18/05/2019 16:50,5.59134,4.3.1,en,\N,\N,\N,\N,CZ,200,18/05/2019 16:50,16,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
150768,215848,\N,\N,Withheld for privacy,11,78,en,64440707,\N,2002,9,238,1846,en,20388855,23,1,digital_library,academic_publication,18/05/2019 17:04,17,18/05/2019 17:05,11.3574,4.3.1,en,\N,\N,\N,\N,IN,530,18/05/2019 20:34,20,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
151026,216110,\N,\N,Withheld for privacy,14,80,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 01:28,1,19/05/2019 01:28,9.31739,4.3.1,en,\N,\N,\N,\N,BR,-300,18/05/2019 20:28,20,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
151256,216344,\N,\N,Withheld for privacy,8,54,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 13:08,13,19/05/2019 13:08,9.333739999999999,4.3.1,en,\N,\N,\N,\N,DE,200,19/05/2019 13:08,13,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
151258,216346,\N,\N,Withheld for privacy,3,27,en,12468428,\N,2006,1,136,975,en,5568458,77,1,digital_library,academic_publication,19/05/2019 13:14,13,19/05/2019 13:14,0.38706,4.3.1,en,\N,\N,\N,\N,NO,200,19/05/2019 13:14,13,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
151280,216368,\N,\N,Withheld for privacy,3,19,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 13:27,13,19/05/2019 13:27,3.9981800000000005,4.3.1,en,\N,\N,\N,\N,DE,200,19/05/2019 13:27,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
151286,216374,\N,\N,Withheld for privacy,3,21,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 13:40,13,19/05/2019 13:40,0.326888,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
151353,216442,\N,\N,Withheld for privacy,28,193,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 15:00,15,19/05/2019 15:00,16.0831,4.3.1,en,\N,\N,\N,\N,ZA,200,19/05/2019 15:00,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
151393,216483,\N,\N,Withheld for privacy,59,353,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 16:00,16,19/05/2019 16:00,3.5852,4.3.1,pt_BR,\N,\N,\N,\N,BR,-300,19/05/2019 11:00,11,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
151566,216661,\N,\N,Withheld for privacy,11,71,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,19/05/2019 19:47,19,19/05/2019 19:48,19.2559,4.3.1,en,\N,\N,\N,\N,AT,200,19/05/2019 19:47,19,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
151718,216819,\N,\N,Withheld for privacy,6,41,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 01:55,1,20/05/2019 01:55,7.36158,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 01:55,1,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
151791,216893,\N,\N,Withheld for privacy,17,115,en,14451906,\N,2005,\N,189,1205,en,\N,\N,1,digital_library,academic_publication,20/05/2019 06:31,6,20/05/2019 06:31,10.5964,4.3.1,ru,\N,\N,\N,\N,RU,300,20/05/2019 07:31,7,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
151802,216905,\N,\N,Withheld for privacy,10,73,en,11601616,\N,2017,1,133,879,en,4021870,89,1,digital_library,academic_publication,20/05/2019 07:03,7,20/05/2019 07:03,3.88979,4.3.1,en,\N,\N,\N,\N,CA,-400,20/05/2019 01:03,1,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
151837,216940,\N,\N,Withheld for privacy,4,30,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 08:42,8,20/05/2019 08:42,0.62121,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 08:42,8,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
151995,217103,\N,\N,Withheld for privacy,10,75,en,18925703,\N,2000,1,355,2464,en,11934635,2,1,digital_library,academic_publication,20/05/2019 10:48,10,20/05/2019 10:48,14.2596,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 10:48,10,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
152003,217111,\N,\N,Withheld for privacy,2,16,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 10:59,10,20/05/2019 10:59,0.130077,4.1,en,\N,\N,\N,\N,CH,200,20/05/2019 10:59,10,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
152057,217165,\N,\N,Withheld for privacy,9,56,en,17055418,\N,2014,2,63,396,en,10869080,7,1,digital_library,academic_publication,20/05/2019 11:46,11,20/05/2019 11:46,14.1644,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 11:46,11,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152065,217173,\N,\N,Withheld for privacy,6,36,en,15199672,\N,2014,1,201,1340,en,8652882,19,1,digital_library,academic_publication,20/05/2019 11:49,11,20/05/2019 11:49,6.55105,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 11:49,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
152131,217240,\N,\N,Withheld for privacy,7,69,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 12:55,12,20/05/2019 12:55,2.3366,4.3.1,en,\N,\N,\N,\N,ES,200,20/05/2019 12:55,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
152138,217247,\N,\N,Withheld for privacy,7,69,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 12:56,12,20/05/2019 12:56,5.79739,4.3.1,en,\N,\N,\N,\N,ES,200,20/05/2019 12:56,12,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,4,0.5714,1
152269,217381,\N,\N,Withheld for privacy,4,32,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 14:36,14,20/05/2019 14:36,0.15820599999999999,4.3.1,de,\N,\N,\N,\N,DE,200,20/05/2019 14:36,14,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152274,217386,\N,\N,Withheld for privacy,7,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 14:37,14,20/05/2019 14:37,6.918710000000001,4.2,en,\N,\N,\N,\N,SE,200,20/05/2019 14:37,14,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
152366,217481,\N,\N,Withheld for privacy,2,23,no,768806,\N,2012,\N,33,216,es,\N,\N,1,digital_library,academic_publication,20/05/2019 15:40,15,20/05/2019 15:40,0.0916638,4.3.1,en,\N,\N,\N,\N,BE,200,20/05/2019 15:40,15,7,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152501,217620,\N,\N,Withheld for privacy,8,89,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 17:24,17,20/05/2019 17:24,1.55705,4.3.1,en,\N,\N,\N,\N,\N,200,20/05/2019 17:24,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
152531,217651,\N,\N,Withheld for privacy,7,51,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 17:55,17,20/05/2019 17:55,6.82527,4.3.1,en,\N,\N,\N,\N,DE,200,20/05/2019 17:55,17,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
152671,217791,\N,\N,Withheld for privacy,21,117,en,113951112,\N,2016,3,222,1427,en,17353709,3,1,digital_library,academic_publication,20/05/2019 21:03,21,20/05/2019 21:03,17.0023,4.3.1,en,\N,\N,\N,\N,MX,-500,20/05/2019 14:03,14,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
152692,217813,\N,\N,Withheld for privacy,11,91,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 22:07,22,20/05/2019 22:07,3.47172,4.3.1,en,\N,\N,\N,\N,US,-700,20/05/2019 13:07,13,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152721,217842,\N,\N,Withheld for privacy,14,81,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,20/05/2019 22:54,22,20/05/2019 22:54,2.4730000000000003,4.3.1,en,\N,\N,\N,\N,FR,200,20/05/2019 22:54,22,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152794,217917,\N,\N,Withheld for privacy,6,65,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 02:22,2,21/05/2019 02:22,0.173679,4.3.1,de,\N,\N,\N,\N,DE,200,21/05/2019 02:22,2,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
152853,217978,\N,\N,Withheld for privacy,11,69,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 05:38,5,21/05/2019 05:38,0.0737653,4.3.1,en,\N,\N,\N,\N,ZA,200,21/05/2019 05:38,5,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
152952,218081,\N,\N,Withheld for privacy,10,70,en,17587286,\N,2014,3,192,1318,en,2661056,79,1,digital_library,academic_publication,21/05/2019 09:42,9,21/05/2019 09:42,6.55042,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 09:42,9,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
153009,218142,\N,\N,Withheld for privacy,3,21,nl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 10:43,10,21/05/2019 10:43,0.153581,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 10:43,10,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
153010,218143,\N,\N,Withheld for privacy,5,21,pt,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 10:43,10,21/05/2019 10:43,7.219860000000001,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 10:43,10,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
153013,218146,\N,\N,Withheld for privacy,6,25,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 10:45,10,21/05/2019 10:45,13.9178,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 10:45,10,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
153036,218173,\N,\N,Withheld for privacy,3,34,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 10:58,10,21/05/2019 10:58,0.187905,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 10:58,10,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
153163,218302,\N,\N,Withheld for privacy,8,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 12:55,12,21/05/2019 12:55,6.244680000000001,4.3.1,en,\N,\N,\N,\N,GB,100,21/05/2019 11:55,11,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
153267,218408,\N,\N,Withheld for privacy,4,19,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 14:04,14,21/05/2019 14:04,5.2249,4.3.1,en,\N,\N,\N,\N,GB,100,21/05/2019 13:04,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
153340,218482,\N,\N,Withheld for privacy,14,115,it,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 14:46,14,21/05/2019 14:46,1.2598200000000002,4,en,\N,\N,\N,\N,IT,200,21/05/2019 14:46,14,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
153358,218502,\N,\N,Withheld for privacy,22,136,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 14:55,14,21/05/2019 14:56,17.6469,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 14:55,14,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
153403,218551,\N,\N,Withheld for privacy,13,110,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 15:29,15,21/05/2019 15:29,14.6528,4.3.1,en,\N,\N,\N,\N,PT,100,21/05/2019 14:29,14,1,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,1,1.0,1
153445,218593,\N,\N,Withheld for privacy,8,59,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 15:57,15,21/05/2019 15:57,7.79727,4.3.1,zh,\N,\N,\N,\N,CN,800,21/05/2019 21:57,21,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
153448,218596,\N,\N,Withheld for privacy,13,90,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 15:58,15,21/05/2019 15:59,8.71117,4.3.1,en,\N,\N,\N,\N,BE,200,21/05/2019 15:58,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
153453,218602,\N,\N,Withheld for privacy,8,59,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 16:01,16,21/05/2019 16:01,0.0887187,4.3.1,zh,\N,\N,\N,\N,CN,800,21/05/2019 22:01,22,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
153600,218753,\N,\N,Withheld for privacy,6,42,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 17:31,17,21/05/2019 17:31,4.93957,4.3.1,de,\N,\N,\N,\N,DE,200,21/05/2019 17:31,17,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
153655,218808,\N,\N,Withheld for privacy,14,101,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 18:15,18,21/05/2019 18:16,12.5019,4.3.1,en,\N,\N,\N,\N,CZ,200,21/05/2019 18:15,18,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,7,1.0,1
153706,218859,\N,\N,Withheld for privacy,11,70,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 19:20,19,21/05/2019 19:20,3.8797599999999997,4.3.1,en,\N,\N,\N,\N,ES,200,21/05/2019 19:20,19,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
153768,218924,\N,\N,Withheld for privacy,2,22,fr,10959959,\N,2009,1,104,713,en,\N,\N,1,digital_library,academic_publication,21/05/2019 20:38,20,21/05/2019 20:38,0.437913,4.3.1,en,\N,\N,\N,\N,DE,200,21/05/2019 20:38,20,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
153836,218993,\N,\N,Withheld for privacy,13,86,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 22:21,22,21/05/2019 22:21,15.0217,4.3.1,pt_BR,\N,\N,\N,\N,BR,-300,21/05/2019 17:21,17,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
153851,219010,\N,\N,Withheld for privacy,14,101,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 22:41,22,21/05/2019 22:41,7.250780000000001,4.3.1,en,\N,\N,\N,\N,CZ,200,21/05/2019 22:41,22,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
153891,219050,\N,\N,Withheld for privacy,14,97,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,21/05/2019 23:51,23,21/05/2019 23:51,11.6959,4.3.1,en,\N,\N,\N,\N,US,-700,21/05/2019 14:51,14,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
153983,219143,\N,\N,Withheld for privacy,15,101,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 04:45,4,22/05/2019 04:46,19.4079,4.3.1,en,\N,\N,\N,\N,CN,800,22/05/2019 10:45,10,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
154015,219176,\N,\N,Withheld for privacy,0,8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 07:24,7,22/05/2019 07:24,0.0820971,4.3.1,en,\N,\N,\N,\N,RU,700,22/05/2019 12:24,12,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
154039,219201,\N,\N,Withheld for privacy,13,89,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 08:34,8,22/05/2019 08:34,8.58756,4.3.1,en,\N,\N,\N,\N,FI,300,22/05/2019 09:34,9,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
154061,219224,\N,\N,Withheld for privacy,3,33,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 09:05,9,22/05/2019 09:05,0.197221,4.3.1,de,\N,\N,\N,\N,DE,200,22/05/2019 09:05,9,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
154092,219255,\N,\N,Withheld for privacy,20,148,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 09:37,9,22/05/2019 09:38,17.3703,4.3.1,en,\N,\N,\N,\N,ES,200,22/05/2019 09:37,9,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
154129,219294,\N,\N,Withheld for privacy,12,86,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 10:16,10,22/05/2019 10:16,7.82605,4.3.1,en,\N,\N,\N,\N,US,-400,22/05/2019 04:16,4,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
154146,219311,\N,\N,Withheld for privacy,11,83,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 10:25,10,22/05/2019 10:25,12.9373,4.3.1,en,\N,\N,\N,\N,RU,700,22/05/2019 15:25,15,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
154239,219406,\N,\N,Withheld for privacy,10,71,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 11:27,11,22/05/2019 11:27,9.7094,4.3.1,en,\N,\N,\N,\N,DE,200,22/05/2019 11:27,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
154250,219418,\N,\N,Withheld for privacy,15,85,en,3609281,\N,2016,19,166,958,en,\N,\N,1,digital_library,academic_publication,22/05/2019 11:43,11,22/05/2019 11:43,5.93441,4.3.1,en,\N,\N,\N,\N,CN,800,22/05/2019 17:43,17,1,10,content_based_filtering,mlt_QP,yes,yes,yes,\N,\N,\N,2,2.0,1
154295,219464,\N,\N,Withheld for privacy,9,64,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 12:26,12,22/05/2019 12:26,5.612509999999999,4.3.1,en,\N,\N,\N,\N,LT,300,22/05/2019 13:26,13,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
154360,219532,\N,\N,Withheld for privacy,11,96,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 13:36,13,22/05/2019 13:36,4.2267,4.3.1,de,\N,\N,\N,\N,DE,200,22/05/2019 13:36,13,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
